year:1880,year:1900,year:1910,year:1920,year:1930,year:1940,year:1950,year:1960,year:1970,year:1980,year:1990,year:2000,age,marst,sex,people
0,0,0,0,1,0,0,0,0,0,0,0,90,6,1,4044
0,0,0,0,1,0,0,0,0,0,0,0,90,6,2,2023
0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,5294628
0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,5124653
0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,5468378
0,0,0,0,0,1,0,0,0,0,0,0,5,6,2,5359099
0,0,0,0,0,1,0,0,0,0,0,0,10,1,1,997
0,0,0,0,0,1,0,0,0,0,0,0,10,1,2,4716
0,0,0,0,0,1,0,0,0,0,0,0,10,2,1,2313
0,0,0,0,0,1,0,0,0,0,0,0,10,2,2,1777
0,0,0,0,0,1,0,0,0,0,0,0,10,4,1,303
0,0,0,0,0,1,0,0,0,0,0,0,10,4,2,303
0,0,0,0,0,1,0,0,0,0,0,0,10,5,1,404
0,0,0,0,0,1,0,0,0,0,0,0,10,5,2,707
0,0,0,0,0,1,0,0,0,0,0,0,10,6,1,5956399
0,0,0,0,0,1,0,0,0,0,0,0,10,6,2,5861029
0,0,0,0,0,1,0,0,0,0,0,0,15,1,1,81996
0,0,0,0,0,1,0,0,0,0,0,0,15,1,2,647208
0,0,0,0,0,1,0,0,0,0,0,0,15,2,1,30981
0,0,0,0,0,1,0,0,0,0,0,0,15,2,2,74576
0,0,0,0,0,1,0,0,0,0,0,0,15,4,1,2709
0,0,0,0,0,1,0,0,0,0,0,0,15,4,2,11296
0,0,0,0,0,1,0,0,0,0,0,0,15,5,1,4432
0,0,0,0,0,1,0,0,0,0,0,0,15,5,2,10037
0,0,0,0,0,1,0,0,0,0,0,0,15,6,1,6044991
0,0,0,0,0,1,0,0,0,0,0,0,15,6,2,5450584
0,0,0,0,0,1,0,0,0,0,0,0,20,1,1,1445029
0,0,0,0,0,1,0,0,0,0,0,0,20,1,2,2822376
0,0,0,0,0,1,0,0,0,0,0,0,20,2,1,137453
0,0,0,0,0,1,0,0,0,0,0,0,20,2,2,221279
0,0,0,0,0,1,0,0,0,0,0,0,20,4,1,21948
0,0,0,0,0,1,0,0,0,0,0,0,20,4,2,57936
0,0,0,0,0,1,0,0,0,0,0,0,20,5,1,12415
0,0,0,0,0,1,0,0,0,0,0,0,20,5,2,37052
0,0,0,0,0,1,0,0,0,0,0,0,20,6,1,4065569
0,0,0,0,0,1,0,0,0,0,0,0,20,6,2,2757359
0,0,0,0,0,1,0,0,0,0,0,0,25,1,1,3202770
0,0,0,0,0,1,0,0,0,0,0,0,25,1,2,3961990
0,0,0,0,0,1,0,0,0,0,0,0,25,2,1,215048
0,0,0,0,0,1,0,0,0,0,0,0,25,2,2,254159
0,0,0,0,0,1,0,0,0,0,0,0,25,4,1,46222
0,0,0,0,0,1,0,0,0,0,0,0,25,4,2,104139
0,0,0,0,0,1,0,0,0,0,0,0,25,5,1,22766
0,0,0,0,0,1,0,0,0,0,0,0,25,5,2,76650
0,0,0,0,0,1,0,0,0,0,0,0,25,6,1,1951360
0,0,0,0,0,1,0,0,0,0,0,0,25,6,2,1267306
0,0,0,0,0,1,0,0,0,0,0,0,30,1,1,3676795
0,0,0,0,0,1,0,0,0,0,0,0,30,1,2,3921685
0,0,0,0,0,1,0,0,0,0,0,0,30,2,1,208159
0,0,0,0,0,1,0,0,0,0,0,0,30,2,2,237705
0,0,0,0,0,1,0,0,0,0,0,0,30,4,1,66557
0,0,0,0,0,1,0,0,0,0,0,0,30,4,2,132844
0,0,0,0,0,1,0,0,0,0,0,0,30,5,1,39604
0,0,0,0,0,1,0,0,0,0,0,0,30,5,2,137439
0,0,0,0,0,1,0,0,0,0,0,0,30,6,1,1048933
0,0,0,0,0,1,0,0,0,0,0,0,30,6,2,741849
0,0,0,0,0,1,0,0,0,0,0,0,35,1,1,3664650
0,0,0,0,0,1,0,0,0,0,0,0,35,1,2,3678497
0,0,0,0,0,1,0,0,0,0,0,0,35,2,1,218781
0,0,0,0,0,1,0,0,0,0,0,0,35,2,2,234953
0,0,0,0,0,1,0,0,0,0,0,0,35,4,1,72861
0,0,0,0,0,1,0,0,0,0,0,0,35,4,2,128160
0,0,0,0,0,1,0,0,0,0,0,0,35,5,1,63251
0,0,0,0,0,1,0,0,0,0,0,0,35,5,2,219486
0,0,0,0,0,1,0,0,0,0,0,0,35,6,1,705261
0,0,0,0,0,1,0,0,0,0,0,0,35,6,2,530713
0,0,0,0,0,1,0,0,0,0,0,0,40,1,1,3488598
0,0,0,0,0,1,0,0,0,0,0,0,40,1,2,3357317
0,0,0,0,0,1,0,0,0,0,0,0,40,2,1,219353
0,0,0,0,0,1,0,0,0,0,0,0,40,2,2,201838
0,0,0,0,0,1,0,0,0,0,0,0,40,4,1,89271
0,0,0,0,0,1,0,0,0,0,0,0,40,4,2,110618
0,0,0,0,0,1,0,0,0,0,0,0,40,5,1,97694
0,0,0,0,0,1,0,0,0,0,0,0,40,5,2,314912
0,0,0,0,0,1,0,0,0,0,0,0,40,6,1,542476
0,0,0,0,0,1,0,0,0,0,0,0,40,6,2,409376
0,0,0,0,0,1,0,0,0,0,0,0,45,1,1,3291142
0,0,0,0,0,1,0,0,0,0,0,0,45,1,2,2997763
0,0,0,0,0,1,0,0,0,0,0,0,45,2,1,211756
0,0,0,0,0,1,0,0,0,0,0,0,45,2,2,189332
0,0,0,0,0,1,0,0,0,0,0,0,45,4,1,79769
0,0,0,0,0,1,0,0,0,0,0,0,45,4,2,92110
0,0,0,0,0,1,0,0,0,0,0,0,45,5,1,136501
0,0,0,0,0,1,0,0,0,0,0,0,45,5,2,424233
0,0,0,0,0,1,0,0,0,0,0,0,45,6,1,471019
0,0,0,0,0,1,0,0,0,0,0,0,45,6,2,346852
0,0,0,0,0,1,0,0,0,0,0,0,50,1,1,2912817
0,0,0,0,0,1,0,0,0,0,0,0,50,1,2,2432446
0,0,0,0,0,1,0,0,0,0,0,0,50,2,1,191267
0,0,0,0,0,1,0,0,0,0,0,0,50,2,2,155978
0,0,0,0,0,1,0,0,0,0,0,0,50,4,1,74722
0,0,0,0,0,1,0,0,0,0,0,0,50,4,2,69343
0,0,0,0,0,1,0,0,0,0,0,0,50,5,1,193821
0,0,0,0,0,1,0,0,0,0,0,0,50,5,2,539398
0,0,0,0,0,1,0,0,0,0,0,0,50,6,1,413108
0,0,0,0,0,1,0,0,0,0,0,0,50,6,2,291231
0,0,0,0,0,1,0,0,0,0,0,0,55,1,1,2232604
0,0,0,0,0,1,0,0,0,0,0,0,55,1,2,1775311
0,0,0,0,0,1,0,0,0,0,0,0,55,2,1,150287
0,0,0,0,0,1,0,0,0,0,0,0,55,2,2,115257
0,0,0,0,0,1,0,0,0,0,0,0,55,4,1,55693
0,0,0,0,0,1,0,0,0,0,0,0,55,4,2,50555
0,0,0,0,0,1,0,0,0,0,0,0,55,5,1,220765
0,0,0,0,0,1,0,0,0,0,0,0,55,5,2,627506
0,0,0,0,0,1,0,0,0,0,0,0,55,6,1,312720
0,0,0,0,0,1,0,0,0,0,0,0,55,6,2,241371
0,0,0,0,0,1,0,0,0,0,0,0,60,1,1,1699728
0,0,0,0,0,1,0,0,0,0,0,0,60,1,2,1273674
0,0,0,0,0,1,0,0,0,0,0,0,60,2,1,108239
0,0,0,0,0,1,0,0,0,0,0,0,60,2,2,85715
0,0,0,0,0,1,0,0,0,0,0,0,60,4,1,38770
0,0,0,0,0,1,0,0,0,0,0,0,60,4,2,31683
0,0,0,0,0,1,0,0,0,0,0,0,60,5,1,275792
0,0,0,0,0,1,0,0,0,0,0,0,60,5,2,707344
0,0,0,0,0,1,0,0,0,0,0,0,60,6,1,247703
0,0,0,0,0,1,0,0,0,0,0,0,60,6,2,219374
0,0,0,0,0,1,0,0,0,0,0,0,65,1,1,1285825
0,0,0,0,0,1,0,0,0,0,0,0,65,1,2,830540
0,0,0,0,0,1,0,0,0,0,0,0,65,2,1,88693
0,0,0,0,0,1,0,0,0,0,0,0,65,2,2,62875
0,0,0,0,0,1,0,0,0,0,0,0,65,4,1,31005
0,0,0,0,0,1,0,0,0,0,0,0,65,4,2,20438
0,0,0,0,0,1,0,0,0,0,0,0,65,5,1,303145
0,0,0,0,0,1,0,0,0,0,0,0,65,5,2,812726
0,0,0,0,0,1,0,0,0,0,0,0,65,6,1,189010
0,0,0,0,0,1,0,0,0,0,0,0,65,6,2,184538
0,0,0,0,0,1,0,0,0,0,0,0,70,1,1,778233
0,0,0,0,0,1,0,0,0,0,0,0,70,1,2,408277
0,0,0,0,0,1,0,0,0,0,0,0,70,2,1,55269
0,0,0,0,0,1,0,0,0,0,0,0,70,2,2,32712
0,0,0,0,0,1,0,0,0,0,0,0,70,4,1,16450
0,0,0,0,0,1,0,0,0,0,0,0,70,4,2,11072
0,0,0,0,0,1,0,0,0,0,0,0,70,5,1,303522
0,0,0,0,0,1,0,0,0,0,0,0,70,5,2,711987
0,0,0,0,0,1,0,0,0,0,0,0,70,6,1,126549
0,0,0,0,0,1,0,0,0,0,0,0,70,6,2,123663
0,0,0,0,0,1,0,0,0,0,0,0,75,1,1,370945
0,0,0,0,0,1,0,0,0,0,0,0,75,1,2,161517
0,0,0,0,0,1,0,0,0,0,0,0,75,2,1,32065
0,0,0,0,0,1,0,0,0,0,0,0,75,2,2,19491
0,0,0,0,0,1,0,0,0,0,0,0,75,4,1,7472
0,0,0,0,0,1,0,0,0,0,0,0,75,4,2,4321
0,0,0,0,0,1,0,0,0,0,0,0,75,5,1,234860
0,0,0,0,0,1,0,0,0,0,0,0,75,5,2,512908
0,0,0,0,0,1,0,0,0,0,0,0,75,6,1,68533
0,0,0,0,0,1,0,0,0,0,0,0,75,6,2,66678
0,0,0,0,0,1,0,0,0,0,0,0,80,1,1,152792
0,0,0,0,0,1,0,0,0,0,0,0,80,1,2,50974
0,0,0,0,0,1,0,0,0,0,0,0,80,2,1,15370
0,0,0,0,0,1,0,0,0,0,0,0,80,2,2,8367
0,0,0,0,0,1,0,0,0,0,0,0,80,4,1,3072
0,0,0,0,0,1,0,0,0,0,0,0,80,4,2,1590
0,0,0,0,0,1,0,0,0,0,0,0,80,5,1,156014
0,0,0,0,0,1,0,0,0,0,0,0,80,5,2,315880
0,0,0,0,0,1,0,0,0,0,0,0,80,6,1,32170
0,0,0,0,0,1,0,0,0,0,0,0,80,6,2,37950
0,0,0,0,0,1,0,0,0,0,0,0,85,1,1,40816
0,0,0,0,0,1,0,0,0,0,0,0,85,1,2,9203
0,0,0,0,0,1,0,0,0,0,0,0,85,2,1,5988
0,0,0,0,0,1,0,0,0,0,0,0,85,2,2,3232
0,0,0,0,0,1,0,0,0,0,0,0,85,4,1,694
0,0,0,0,0,1,0,0,0,0,0,0,85,4,2,505
0,0,0,0,0,1,0,0,0,0,0,0,85,5,1,68087
0,0,0,0,0,1,0,0,0,0,0,0,85,5,2,127335
0,0,0,0,0,1,0,0,0,0,0,0,85,6,1,11718
0,0,0,0,0,1,0,0,0,0,0,0,85,6,2,11856
0,0,0,0,0,1,0,0,0,0,0,0,90,1,1,9818
0,0,0,0,0,1,0,0,0,0,0,0,90,1,2,2061
0,0,0,0,0,1,0,0,0,0,0,0,90,2,1,1277
0,0,0,0,0,1,0,0,0,0,0,0,90,2,2,1566
0,0,0,0,0,1,0,0,0,0,0,0,90,4,1,505
0,0,0,0,0,1,0,0,0,0,0,0,90,4,2,202
0,0,0,0,0,1,0,0,0,0,0,0,90,5,1,25429
0,0,0,0,0,1,0,0,0,0,0,0,90,5,2,48024
0,0,0,0,0,1,0,0,0,0,0,0,90,6,1,5234
0,0,0,0,0,1,0,0,0,0,0,0,90,6,2,6266
0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,8211806
0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,7862267
0,0,0,0,0,0,1,0,0,0,0,0,5,6,1,6706601
0,0,0,0,0,0,1,0,0,0,0,0,5,6,2,6450863
0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,576
0,0,0,0,0,0,1,0,0,0,0,0,10,1,2,3944
0,0,0,0,0,0,1,0,0,0,0,0,10,2,1,6542
0,0,0,0,0,0,1,0,0,0,0,0,10,2,2,6299
0,0,0,0,0,0,1,0,0,0,0,0,10,3,1,929
0,0,0,0,0,0,1,0,0,0,0,0,10,3,2,792
0,0,0,0,0,0,1,0,0,0,0,0,10,4,1,707
0,0,0,0,0,0,1,0,0,0,0,0,10,4,2,726
0,0,0,0,0,0,1,0,0,0,0,0,10,5,1,1786
0,0,0,0,0,0,1,0,0,0,0,0,10,5,2,2201
0,0,0,0,0,0,1,0,0,0,0,0,10,6,1,5619204
0,0,0,0,0,0,1,0,0,0,0,0,10,6,2,5416873
0,0,0,0,0,0,1,0,0,0,0,0,15,1,1,123617
0,0,0,0,0,0,1,0,0,0,0,0,15,1,2,814627
0,0,0,0,0,0,1,0,0,0,0,0,15,2,1,47549
0,0,0,0,0,0,1,0,0,0,0,0,15,2,2,84131
0,0,0,0,0,0,1,0,0,0,0,0,15,3,1,11961
0,0,0,0,0,0,1,0,0,0,0,0,15,3,2,45429
0,0,0,0,0,0,1,0,0,0,0,0,15,4,1,9490
0,0,0,0,0,0,1,0,0,0,0,0,15,4,2,20810
0,0,0,0,0,0,1,0,0,0,0,0,15,5,1,7949
0,0,0,0,0,0,1,0,0,0,0,0,15,5,2,12527
0,0,0,0,0,0,1,0,0,0,0,0,15,6,1,5063563
0,0,0,0,0,0,1,0,0,0,0,0,15,6,2,4311218
0,0,0,0,0,0,1,0,0,0,0,0,20,1,1,2060708
0,0,0,0,0,0,1,0,0,0,0,0,20,1,2,3581812
0,0,0,0,0,0,1,0,0,0,0,0,20,2,1,149502
0,0,0,0,0,0,1,0,0,0,0,0,20,2,2,170386
0,0,0,0,0,0,1,0,0,0,0,0,20,3,1,65163
0,0,0,0,0,0,1,0,0,0,0,0,20,3,2,133070
0,0,0,0,0,0,1,0,0,0,0,0,20,4,1,52401
0,0,0,0,0,0,1,0,0,0,0,0,20,4,2,96781
0,0,0,0,0,0,1,0,0,0,0,0,20,5,1,11039
0,0,0,0,0,0,1,0,0,0,0,0,20,5,2,30918
0,0,0,0,0,0,1,0,0,0,0,0,20,6,1,3234495
0,0,0,0,0,0,1,0,0,0,0,0,20,6,2,1841260
0,0,0,0,0,0,1,0,0,0,0,0,25,1,1,4180884
0,0,0,0,0,0,1,0,0,0,0,0,25,1,2,4961746
0,0,0,0,0,0,1,0,0,0,0,0,25,2,1,213126
0,0,0,0,0,0,1,0,0,0,0,0,25,2,2,168810
0,0,0,0,0,0,1,0,0,0,0,0,25,3,1,94588
0,0,0,0,0,0,1,0,0,0,0,0,25,3,2,158149
0,0,0,0,0,0,1,0,0,0,0,0,25,4,1,98808
0,0,0,0,0,0,1,0,0,0,0,0,25,4,2,162514
0,0,0,0,0,0,1,0,0,0,0,0,25,5,1,17545
0,0,0,0,0,0,1,0,0,0,0,0,25,5,2,53822
0,0,0,0,0,0,1,0,0,0,0,0,25,6,1,1402303
0,0,0,0,0,0,1,0,0,0,0,0,25,6,2,812291
0,0,0,0,0,0,1,0,0,0,0,0,30,1,1,4527153
0,0,0,0,0,0,1,0,0,0,0,0,30,1,2,4807041
0,0,0,0,0,0,1,0,0,0,0,0,30,2,1,186357
0,0,0,0,0,0,1,0,0,0,0,0,30,2,2,128245
0,0,0,0,0,0,1,0,0,0,0,0,30,3,1,88364
0,0,0,0,0,0,1,0,0,0,0,0,30,3,2,150738
0,0,0,0,0,0,1,0,0,0,0,0,30,4,1,116377
0,0,0,0,0,0,1,0,0,0,0,0,30,4,2,179399
0,0,0,0,0,0,1,0,0,0,0,0,30,5,1,20659
0,0,0,0,0,0,1,0,0,0,0,0,30,5,2,96607
0,0,0,0,0,0,1,0,0,0,0,0,30,6,1,737112
0,0,0,0,0,0,1,0,0,0,0,0,30,6,2,533148
0,0,0,0,0,0,1,0,0,0,0,0,35,1,1,4543830
0,0,0,0,0,0,1,0,0,0,0,0,35,1,2,4606549
0,0,0,0,0,0,1,0,0,0,0,0,35,2,1,171990
0,0,0,0,0,0,1,0,0,0,0,0,35,2,2,119245
0,0,0,0,0,0,1,0,0,0,0,0,35,3,1,100880
0,0,0,0,0,0,1,0,0,0,0,0,35,3,2,159418
0,0,0,0,0,0,1,0,0,0,0,0,35,4,1,127597
0,0,0,0,0,0,1,0,0,0,0,0,35,4,2,192843
0,0,0,0,0,0,1,0,0,0,0,0,35,5,1,35230
0,0,0,0,0,0,1,0,0,0,0,0,35,5,2,163771
0,0,0,0,0,0,1,0,0,0,0,0,35,6,1,531837
0,0,0,0,0,0,1,0,0,0,0,0,35,6,2,454435
0,0,0,0,0,0,1,0,0,0,0,0,40,1,1,4171377
0,0,0,0,0,0,1,0,0,0,0,0,40,1,2,4051522
0,0,0,0,0,0,1,0,0,0,0,0,40,2,1,161012
0,0,0,0,0,0,1,0,0,0,0,0,40,2,2,129464
0,0,0,0,0,0,1,0,0,0,0,0,40,3,1,99745
0,0,0,0,0,0,1,0,0,0,0,0,40,3,2,136607
0,0,0,0,0,0,1,0,0,0,0,0,40,4,1,131557
0,0,0,0,0,0,1,0,0,0,0,0,40,4,2,201409
0,0,0,0,0,0,1,0,0,0,0,0,40,5,1,60428
0,0,0,0,0,0,1,0,0,0,0,0,40,5,2,268211
0,0,0,0,0,0,1,0,0,0,0,0,40,6,1,452866
0,0,0,0,0,0,1,0,0,0,0,0,40,6,2,412011
0,0,0,0,0,0,1,0,0,0,0,0,45,1,1,3693823
0,0,0,0,0,0,1,0,0,0,0,0,45,1,2,3440397
0,0,0,0,0,0,1,0,0,0,0,0,45,2,1,144040
0,0,0,0,0,0,1,0,0,0,0,0,45,2,2,106491
0,0,0,0,0,0,1,0,0,0,0,0,45,3,1,95866
0,0,0,0,0,0,1,0,0,0,0,0,45,3,2,115431
0,0,0,0,0,0,1,0,0,0,0,0,45,4,1,126542
0,0,0,0,0,0,1,0,0,0,0,0,45,4,2,168750
0,0,0,0,0,0,1,0,0,0,0,0,45,5,1,96972
0,0,0,0,0,0,1,0,0,0,0,0,45,5,2,410583
0,0,0,0,0,0,1,0,0,0,0,0,45,6,1,375934
0,0,0,0,0,0,1,0,0,0,0,0,45,6,2,354190
0,0,0,0,0,0,1,0,0,0,0,0,50,1,1,3333434
0,0,0,0,0,0,1,0,0,0,0,0,50,1,2,2913329
0,0,0,0,0,0,1,0,0,0,0,0,50,2,1,151063
0,0,0,0,0,0,1,0,0,0,0,0,50,2,2,106216
0,0,0,0,0,0,1,0,0,0,0,0,50,3,1,87584
0,0,0,0,0,0,1,0,0,0,0,0,50,3,2,98166
0,0,0,0,0,0,1,0,0,0,0,0,50,4,1,118309
0,0,0,0,0,0,1,0,0,0,0,0,50,4,2,138079
0,0,0,0,0,0,1,0,0,0,0,0,50,5,1,158527
0,0,0,0,0,0,1,0,0,0,0,0,50,5,2,588696
0,0,0,0,0,0,1,0,0,0,0,0,50,6,1,350247
0,0,0,0,0,0,1,0,0,0,0,0,50,6,2,302809
0,0,0,0,0,0,1,0,0,0,0,0,55,1,1,2870201
0,0,0,0,0,0,1,0,0,0,0,0,55,1,2,2332697
0,0,0,0,0,0,1,0,0,0,0,0,55,2,1,101832
0,0,0,0,0,0,1,0,0,0,0,0,55,2,2,68285
0,0,0,0,0,0,1,0,0,0,0,0,55,3,1,69492
0,0,0,0,0,0,1,0,0,0,0,0,55,3,2,66681
0,0,0,0,0,0,1,0,0,0,0,0,55,4,1,108429
0,0,0,0,0,0,1,0,0,0,0,0,55,4,2,99238
0,0,0,0,0,0,1,0,0,0,0,0,55,5,1,210578
0,0,0,0,0,0,1,0,0,0,0,0,55,5,2,757106
0,0,0,0,0,0,1,0,0,0,0,0,55,6,1,306819
0,0,0,0,0,0,1,0,0,0,0,0,55,6,2,271151
0,0,0,0,0,0,1,0,0,0,0,0,60,1,1,2259784
0,0,0,0,0,0,1,0,0,0,0,0,60,1,2,1691091
0,0,0,0,0,0,1,0,0,0,0,0,60,2,1,98350
0,0,0,0,0,0,1,0,0,0,0,0,60,2,2,62422
0,0,0,0,0,0,1,0,0,0,0,0,60,3,1,62751
0,0,0,0,0,0,1,0,0,0,0,0,60,3,2,49494
0,0,0,0,0,0,1,0,0,0,0,0,60,4,1,81150
0,0,0,0,0,0,1,0,0,0,0,0,60,4,2,63754
0,0,0,0,0,0,1,0,0,0,0,0,60,5,1,276401
0,0,0,0,0,0,1,0,0,0,0,0,60,5,2,899735
0,0,0,0,0,0,1,0,0,0,0,0,60,6,1,256602
0,0,0,0,0,0,1,0,0,0,0,0,60,6,2,243272
0,0,0,0,0,0,1,0,0,0,0,0,65,1,1,1676163
0,0,0,0,0,0,1,0,0,0,0,0,65,1,2,1158322
0,0,0,0,0,0,1,0,0,0,0,0,65,2,1,74115
0,0,0,0,0,0,1,0,0,0,0,0,65,2,2,43072
0,0,0,0,0,0,1,0,0,0,0,0,65,3,1,45571
0,0,0,0,0,0,1,0,0,0,0,0,65,3,2,36822
0,0,0,0,0,0,1,0,0,0,0,0,65,4,1,55658
0,0,0,0,0,0,1,0,0,0,0,0,65,4,2,39023
0,0,0,0,0,0,1,0,0,0,0,0,65,5,1,361433
0,0,0,0,0,0,1,0,0,0,0,0,65,5,2,1061159
0,0,0,0,0,0,1,0,0,0,0,0,65,6,1,208294
0,0,0,0,0,0,1,0,0,0,0,0,65,6,2,209852
0,0,0,0,0,0,1,0,0,0,0,0,70,1,1,1022098
0,0,0,0,0,0,1,0,0,0,0,0,70,1,2,611082
0,0,0,0,0,0,1,0,0,0,0,0,70,2,1,47623
0,0,0,0,0,0,1,0,0,0,0,0,70,2,2,32112
0,0,0,0,0,0,1,0,0,0,0,0,70,3,1,28096
0,0,0,0,0,0,1,0,0,0,0,0,70,3,2,15094
0,0,0,0,0,0,1,0,0,0,0,0,70,4,1,26553
0,0,0,0,0,0,1,0,0,0,0,0,70,4,2,19378
0,0,0,0,0,0,1,0,0,0,0,0,70,5,1,368003
0,0,0,0,0,0,1,0,0,0,0,0,70,5,2,948956
0,0,0,0,0,0,1,0,0,0,0,0,70,6,1,135547
0,0,0,0,0,0,1,0,0,0,0,0,70,6,2,160209
0,0,0,0,0,0,1,0,0,0,0,0,75,1,1,567210
0,0,0,0,0,0,1,0,0,0,0,0,75,1,2,260116
0,0,0,0,0,0,1,0,0,0,0,0,75,2,1,25162
0,0,0,0,0,0,1,0,0,0,0,0,75,2,2,20353
0,0,0,0,0,0,1,0,0,0,0,0,75,3,1,14490
0,0,0,0,0,0,1,0,0,0,0,0,75,3,2,5595
0,0,0,0,0,0,1,0,0,0,0,0,75,4,1,15275
0,0,0,0,0,0,1,0,0,0,0,0,75,4,2,7453
0,0,0,0,0,0,1,0,0,0,0,0,75,5,1,308783
0,0,0,0,0,0,1,0,0,0,0,0,75,5,2,747037
0,0,0,0,0,0,1,0,0,0,0,0,75,6,1,75610
0,0,0,0,0,0,1,0,0,0,0,0,75,6,2,107915
0,0,0,0,0,0,1,0,0,0,0,0,80,1,1,228375
0,0,0,0,0,0,1,0,0,0,0,0,80,1,2,80068
0,0,0,0,0,0,1,0,0,0,0,0,80,2,1,14931
0,0,0,0,0,0,1,0,0,0,0,0,80,2,2,10922
0,0,0,0,0,0,1,0,0,0,0,0,80,3,1,6294
0,0,0,0,0,0,1,0,0,0,0,0,80,3,2,2306
0,0,0,0,0,0,1,0,0,0,0,0,80,4,1,8252
0,0,0,0,0,0,1,0,0,0,0,0,80,4,2,3353
0,0,0,0,0,0,1,0,0,0,0,0,80,5,1,222548
0,0,0,0,0,0,1,0,0,0,0,0,80,5,2,486169
0,0,0,0,0,0,1,0,0,0,0,0,80,6,1,31327
0,0,0,0,0,0,1,0,0,0,0,0,80,6,2,54899
0,0,0,0,0,0,1,0,0,0,0,0,85,1,1,60586
0,0,0,0,0,0,1,0,0,0,0,0,85,1,2,14657
0,0,0,0,0,0,1,0,0,0,0,0,85,2,1,3132
0,0,0,0,0,0,1,0,0,0,0,0,85,2,2,4775
0,0,0,0,0,0,1,0,0,0,0,0,85,3,1,1602
0,0,0,0,0,0,1,0,0,0,0,0,85,3,2,1217
0,0,0,0,0,0,1,0,0,0,0,0,85,4,1,1170
0,0,0,0,0,0,1,0,0,0,0,0,85,4,2,491
0,0,0,0,0,0,1,0,0,0,0,0,85,5,1,106686
0,0,0,0,0,0,1,0,0,0,0,0,85,5,2,200986
0,0,0,0,0,0,1,0,0,0,0,0,85,6,1,9645
0,0,0,0,0,0,1,0,0,0,0,0,85,6,2,20672
0,0,0,0,0,0,1,0,0,0,0,0,90,1,1,11615
0,0,0,0,0,0,1,0,0,0,0,0,90,1,2,2434
0,0,0,0,0,0,1,0,0,0,0,0,90,2,1,1802
0,0,0,0,0,0,1,0,0,0,0,0,90,2,2,1286
0,0,0,0,0,0,1,0,0,0,0,0,90,3,1,687
0,0,0,0,0,0,1,0,0,0,0,0,90,4,1,596
0,0,0,0,0,0,1,0,0,0,0,0,90,4,2,327
0,0,0,0,0,0,1,0,0,0,0,0,90,5,1,36949
0,0,0,0,0,0,1,0,0,0,0,0,90,5,2,76892
0,0,0,0,0,0,1,0,0,0,0,0,90,6,1,3187
0,0,0,0,0,0,1,0,0,0,0,0,90,6,2,9827
0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,10374975
0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,10146999
0,0,0,0,0,0,0,1,0,0,0,0,5,6,1,9495503
0,0,0,0,0,0,0,1,0,0,0,0,5,6,2,9250741
0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,1696
0,0,0,0,0,0,0,1,0,0,0,0,10,1,2,5680
0,0,0,0,0,0,0,1,0,0,0,0,10,2,1,5376
0,0,0,0,0,0,0,1,0,0,0,0,10,2,2,5978
0,0,0,0,0,0,0,1,0,0,0,0,10,3,1,997
0,0,0,0,0,0,0,1,0,0,0,0,10,3,2,598
0,0,0,0,0,0,0,1,0,0,0,0,10,4,1,200
0,0,0,0,0,0,0,1,0,0,0,0,10,4,2,297
0,0,0,0,0,0,0,1,0,0,0,0,10,5,2,497
0,0,0,0,0,0,0,1,0,0,0,0,10,6,1,8555431
0,0,0,0,0,0,0,1,0,0,0,0,10,6,2,8297714
0,0,0,0,0,0,0,1,0,0,0,0,15,1,1,195859
0,0,0,0,0,0,0,1,0,0,0,0,15,1,2,901974
0,0,0,0,0,0,0,1,0,0,0,0,15,2,1,48012
0,0,0,0,0,0,0,1,0,0,0,0,15,2,2,107296
0,0,0,0,0,0,0,1,0,0,0,0,15,3,1,10461
0,0,0,0,0,0,0,1,0,0,0,0,15,3,2,43229
0,0,0,0,0,0,0,1,0,0,0,0,15,4,1,6773
0,0,0,0,0,0,0,1,0,0,0,0,15,4,2,23214
0,0,0,0,0,0,0,1,0,0,0,0,15,5,1,1491
0,0,0,0,0,0,0,1,0,0,0,0,15,5,2,5482
0,0,0,0,0,0,0,1,0,0,0,0,15,6,1,6358306
0,0,0,0,0,0,0,1,0,0,0,0,15,6,2,5536298
0,0,0,0,0,0,0,1,0,0,0,0,20,1,1,2207220
0,0,0,0,0,0,0,1,0,0,0,0,20,1,2,3510242
0,0,0,0,0,0,0,1,0,0,0,0,20,2,1,158155
0,0,0,0,0,0,0,1,0,0,0,0,20,2,2,173646
0,0,0,0,0,0,0,1,0,0,0,0,20,3,1,60283
0,0,0,0,0,0,0,1,0,0,0,0,20,3,2,132104
0,0,0,0,0,0,0,1,0,0,0,0,20,4,1,54680
0,0,0,0,0,0,0,1,0,0,0,0,20,4,2,102903
0,0,0,0,0,0,0,1,0,0,0,0,20,5,1,5279
0,0,0,0,0,0,0,1,0,0,0,0,20,5,2,19324
